counterfactual_model_prediction,counterfactual_source,counterfactual_validity_label,dataset,error_type,evidence_label,explanation,explanation_type,faithfulness_label,item_id,model_behavior,model_edit,model_family,model_key,model_prediction,notes,original_model_prediction,original_source,question,rule_correctness_label,simulated_behavior_label,source,task_type,variant_family,variant_strategy
,,,JFLEG,R:SPELL,,"This edit should replace ""the"".",wrong_target,,r10-faith-06625,correct_correction,"replace ""subects"" with ""subjects""",sequence-to-sequence,t5_base_grammar,"Then when we went to the Science Olympiad, she could have diverse knowledge about the subjects and it was not new for her to think about new things.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Then when we went to the Science Olympiad , she could have diverse knowledges about the subects and it was not new for her to think about new things . ",edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,"This edit should replace ""areas ."" with ""areas."" at source span [20,22) for R:ORTH.",explicit_template,,r10-faith-06260,overcorrection,"replace ""areas ."" with ""areas.""",sequence-to-sequence,t5_base_grammar,Students can focus on only a few subjects they are interested in and they will become experts in those areas.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Students can focus on only a few subjects they are intwerested in and they will become an experts in those areas . ,edit_explanation_faithfulness,,
,,,JFLEG,R:OTHER,,"The phrase near span [0,1) violates R:OTHER; apply the grammar rule indicated by the local context.",gee_style_automatic,,r10-faith-06713,overcorrection,"replace ""Thus"" with ""Thus,""",sequence-to-sequence,t5_base_grammar,"Thus, in concordance with the above, I agree wholeheartedly that in twenty years there will be fewer cars in use than there are today.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today . ,edit_explanation_faithfulness,,
,,,JFLEG,U:PUNCT,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-06709,overcorrection,"delete "".""",sequence-to-sequence,t5_base_grammar,"If every person thinks to learn and understand lots of scientific subjects, any person will not do it and as a result of this any science isn't improved.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ",edit_explanation_faithfulness,,
,,,JFLEG,R:OTHER,,"This edit should replace ""Thus"" with ""[MASK]"" at source span [0,1) for R:OTHER.",masked_target_template,,r10-faith-05491,overcorrection,"replace ""Thus"" with ""Thus,""",sequence-to-sequence,t5_base_grammar,"Thus, even today, sex is considered the least important topic in many parts of India.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Thus even today sex is considered as the least important topic in many parts of India . ,edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,"Correct spelling, casing, spacing, or another orthographic form. In this sentence, the evidence is around ""sales"".",rule_grounded_automatic,,r10-faith-05584,overcorrection,"replace ""sales ."" with ""sales.""",sequence-to-sequence,t5_base_grammar,"They draw the consumers, like me, to purchase this great product with all these amazing ingredients and all that, but actually they just sometimes make something up just to increase their sales.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"They draw the consumers , like me , to purchase this great product with all these amazing ingredients and all that but actually they just sometimes make something up just to increase their sales . ",edit_explanation_faithfulness,,
,,,JFLEG,R:NOUN,,Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,rule_only,,r10-faith-06462,overcorrection,"replace ""innovation"" with ""innovation.""",sequence-to-sequence,t5_base_grammar,"Specializing in one particular subject does not suit our life in this era, which is characterized by diversity and innovation.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Specializing in one particular subject does not suit our life in this era which is characterized by diversity and innovation ,edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-05798,overcorrection,"replace ""cars ,"" with ""cars,""",sequence-to-sequence,t5_base_grammar,"Since most urban areas are occupied with cars, they are facing up to an irresistible problem of air and noise pollution.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Since most urban areas are occupied with cars , they are all facing up with an irresistible problem of air and noise pollution . ",edit_explanation_faithfulness,,
,,,JFLEG,R:OTHER,,"The sentence should change from ""Third,"" back to ""Third"".",wrong_direction,,r10-faith-06756,overcorrection,"replace ""Third"" with ""Third,""",sequence-to-sequence,t5_base_grammar,"Third, they put it in front of the door of the store to make the people see it, even if it is not good.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good ,edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-06327,overcorrection,"replace ""unfair ."" with ""unfair.""",sequence-to-sequence,t5_base_grammar,"But in other ways, this makes other countries need to pay extra money to make , repair the roads. What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought only raising the gas tax is unfair.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ",edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,"This edit should replace ""the"".",wrong_target,,r10-faith-06085,overcorrection,"replace ""country ."" with ""country.""",sequence-to-sequence,t5_base_grammar,"I was very fast, my best time was 5 5 seconds in 4 0 0 hundred meters is a good time in or country.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"I was very fast , my best time was 5 5 seconds in 4 0 0 hundred meters is a good time in or country . ",edit_explanation_faithfulness,,
